text,pred,label,msp,ood_score,cluster,x,y,z
Soul is the sixth studio album released by American country rock & southern rock band The Kentucky Headhunters. It was released in 2003 on Audium Entertainment. No singles were released from the album although one of the tracks Have You Ever Loved a Woman? was first a single for Freddie King in 1960.,2,11,0.999335216915742,0.0008443801264873,10,-0.0856097,-0.7245904,0.03907855
Kenta Kano (Japanese: \u72e9\u91ce \u5065\u592a born May 2 1986 in Shizuoka Japan) is a Japanese football player who currently plays for the J-league team Kashiwa Reysol.,3,3,0.9996903627527759,0.0002623281539554,3,0.18751648,-0.22362885,-0.16742992
St. Boniface Diocesan High School is a private Catholic high school in Winnipeg Manitoba Canada. It was established in 1965 to provide Catholic high school education to English speaking students of the French Diocese of St. Boniface.St. Boniface Diocesan High School had throughout its history Marianist Brothers and priests on staff. Between the years 1986 and 1989 the school operated as a Marianist school with a Marianist Rector. In April 1989 the school was incorporated as St.,1,1,0.9999028594160784,-8.59346979043e-05,12,-0.7089201,0.19082046,-0.12319854
Aphyle is a genus of moth in the family Arctiidae.,1,9,0.5039182243608185,0.8127881161157595,7,-0.13235316,0.06813029,-0.08837447
Balitora nantingensis is a species of ray-finned fish in the genus Balitora.,0,9,0.931796060050585,0.1115349623526945,6,0.13192664,0.33496374,-0.6285697
Amaranthus brownii is an annual herb in the Amaranthaceae family. The plant is found only on the small island of Nihoa in the Northwestern Hawaiian Islands growing on rocky outcrops at altitudes of 120\u2013215 m (394\u2013705 ft). It is one of nine species of Amaranthus in the Hawaiian Islands but the only endemic Hawaiian species of the genus. It was first discovered during the Tanager Expedition in 1923 by botanist Edward Leonard Caum. A.,0,10,0.8961099110834373,0.1700213395882177,13,-0.46952197,0.14239968,0.11533543
Maha Shaktimaan is a 1985 Indian Bollywood film directed by Swamy V.S.R. and produced by P. Babji. It stars Raj Babbar and Meenakshi Seshadri in pivotal roles.,2,12,0.9851711966321326,0.0240579309705809,1,-0.077969536,0.12560838,-0.21618775
New Town High School (formerly Hobart Junior Technical College 1919\u20131949; Hobart Technical High School 1950\u20131961) is a Tasmanian Government secondary school for boys. It is located in Hobart Tasmania Australia. It is the only public all-boys school in the state the only other public single-sex school being Ogilvie High School for girls. Its 2006 enrollment is approximately 830 students covering years seven to ten.,1,1,0.9999027002198831,-8.56737897089e-05,12,-0.06331013,0.11993456,-0.14087462
The House on the Embankment (Russian: \u0414\u043e\u043c \u043d\u0430 \u043d\u0430\u0431\u0435\u0440\u0435\u0436\u043d\u043e\u0439) is a block-wide apartment house in downtown Moscow Russia. It faces Bersenevskaya Embankment on one side and Serafimovicha Street on the other side. It was completed in 1931 as the Government Building a residence for the Soviet elite.,1,6,0.9932086072877648,0.0108853403378715,11,-0.02274172,-1.0618473,0.27283835
Out On A Limb Records is an independent record label based in Limerick Ireland.[1] The label was set up in the summer of 2003 with the release of Is it OK to be loud Jesus? the debut album from local band giveamanakick. It was set up by Albert Twomey (also see Plugd Records) and Richard Bourke both of whom were involved in the Aspersion Music Collective a non-profit gig promoter in Limerick.,0,0,0.9996827501045892,0.0002748045972398,11,0.029519692,-0.3189683,0.16193655
Gol Shir (Persian: \u06af\u0644 \u0634\u064a\u0631\u200e also Romanized as Gol Sh\u012br) is a village in Karvandar Rural District in the Central District of Khash County Sistan and Baluchestan Province Iran. At the 2006 census its population was 32 in 7 families.,1,8,0.9995734780451779,0.0004538916400556,13,-0.06987871,0.021529842,0.21577108
Chalconyx is a genus of moths of the Noctuidae family.,0,9,0.7278327026860386,0.4458124959702463,7,-0.14719032,0.017654216,0.09850139
Maaninkaj\u00e4rvi is a medium-sized lake of Finland. It belongs to the Vuoksi main catchment area. It is located in the Northern Savonia region and in Maaninka municipality. Is it quite a deep lake: in the southern part the mean depth is 24 meters.,0,7,0.9577022367289758,0.0690770769883389,7,-0.010885294,0.21856292,-0.23092234
Pleasant Valley School is a public school district based in Nevada County California United States.,1,1,0.9999071058235376,-9.28941764624e-05,12,1.4728878,0.22903271,-0.38267374
Lo\u00efc Jacquet (born March 31 1985 in Saint-Doulchard Cher) is a French rugby union player who plays as a lock. He has so far spent his whole professional career in Clermont-Ferrand.Jacquet was the captain of the French team that won the 2006 U21 World Cup.On November 18 2006 he received his first cap against New Zealand.,3,3,0.9996717630111868,0.0002928114516649,3,0.27539295,-0.39646634,-0.2304657
Betsy Close is a Republican politician currently serving in the Oregon State Senate. Close was sworn into office in October 2012 replacing Frank Morse who retired before his term ended. Prior to serving as Senator Close served four terms as state representative and taught in Albany Oregon and Washington state.In October 2013 she announced she would run for a full term.,2,4,0.9979182497722144,0.0031666613836492,0,0.1663074,0.053048577,0.07421993
Dana N\u0103lbaru (born 23 October 1976) is a Romanian singer songwriter and musician.Widely known as former HI-Q band member Dana N\u0103lbaru started her solo music career in 2004 with her first music album Zbor.She currently resides in Bucharest Romania together with her husband Romanian actor Drago\u015f Bucur and their daughter Sofia born in 2007.It was announced in late October 2010 that she returned to the band without quitting solo career.,2,2,0.9997493786392244,0.0001656064426581,8,0.1772264,0.07036666,-0.17250343
Empire Dunstan was a 2887 GRT cargo ship that was built in 1941 by Grangemouth Dockyard Co Ltd Grangemouth Stirlingshire United Kingdom for the Ministry of War Transport (MoWT). Entering service in January 1942 she served until November 1943 when she was torpedoed and sunk by U-81.,0,5,0.9996947518092066,0.0002551348866082,4,0.15981439,-0.17368904,0.09407321
Char Sonarpur is a village in Barisal District in the Barisal Division of southern-central Bangladesh.,1,8,0.9992880393113074,0.0009216999620507,2,0.056932595,0.01760582,0.07152101
The Running Man is a science fiction novel by Stephen King first published under the pseudonym Richard Bachman in 1982 as a paperback original. It was collected in 1985 in the omnibus The Bachman Books.,2,13,0.9992168120160416,0.0010384350702355,1,-0.09187672,0.26810807,-0.4654344
Y\u00fcnc\u00fcler is a village in the District of Yusufeli Artvin Province Turkey. As of 2010 it had a population of 410 people.,1,8,0.9990502134934958,0.0013114750120199,2,-0.008039899,0.3210037,-0.37068003
Wind of Change is the first solo album of Peter Frampton. It was released in 1972. This album features appearances by Ringo Starr Billy Preston and Klaus Voorman.,2,11,0.9994989771119877,0.0005759919453304,10,-0.030226236,0.11676926,-0.0259759
Dr. Gy\u00f6rgy Ipkovich (born 17 March 1954) is a Hungarian jurist who served as the mayor of Szombathely from 2002 to 2010. He was elected member of the National Assembly (MP) from the Vas County Regional List of the Hungarian Socialist Party (MSZP) in 2005.,2,4,0.9865986417119827,0.0217184773214924,6,0.46411937,0.3212662,-0.24196406
Adria Airways d.d. formerly Inex-Adria Airways is the Slovenian national airline. Today the majority of Adria Airways business is in scheduled flights. Adria operates to 22 scheduled destinations throughout Europe. It is a Star Alliance member since 2004 and a Lufthansa partner since 1996. IOSA Registration was received among the first airlines in the world.The company\u2019s head office is Ljubljana Airport in Zgornji Brnik Cerklje na Gorenjskem Slovenia near Ljubljana.,0,0,0.9997079994859353,0.0002334231401444,4,0.40695605,-0.6220498,0.38312003
Elsenz is a river of Baden-W\u00fcrttemberg Germany.,1,7,0.9922335298982315,0.0124834041718418,7,-0.058889136,0.18968423,-0.12603834
The Ceylon Electricity Board (also abbreviated as CEB) is the largest electricity company in Sri Lanka. With a market share of nearly 100% it controls all major functions of electricity generation transmission distribution and retailing in Sri Lanka. It is one of the only two on-grid electricity companies in the country; the other being Lanka Electricity Company.,0,0,0.9997591909056308,0.0001495250236429,4,0.8630876,-0.5303471,0.5266991
Gandhi Faiz-E-Aam (Post Graduate) College Shahjahanpur is an Multi-streamed college in India.The college was founded in 1947. It was started with the object of imparting modern education to the students in a manner that conserves their religion language script and culture. The college is owned and managed by Muslim Educational Society Shahjahanpur a charitable religious. societyThis institution is situated in Shahjahanpur a district of Uttar Pradesh in the Lucknow division.,1,1,0.999904494661938,-8.8614718276e-05,13,0.0013073344,0.0577726,-0.03903488
Broadmoor Senior High School is an accredited public high school in Baton Rouge Louisiana.,1,1,0.9999067387476576,-9.22925722261e-05,12,1.5683138,0.21436192,-0.3026302
ideeli is a flash sale based online retailer based in New York City.,0,0,0.999745586405827,0.0001718215709212,4,0.37638786,-0.7007119,0.20119005
The Davis Island Lock and Dam Site in Avalon Pennsylvania is the site of the former Davis Island lock that was completed in 1885. The lock and dam existed from 1878 to 1922 designed by William Emery Merrill and the U.S. Army Corps of Engineers. The Davis Island Lock and Dam was the first dam that was constructed on the Ohio River. It officially opened on October 7 1885 with a large dedication ceremony.,1,6,0.955326229001108,0.0729711392031922,7,-0.080014594,-0.30920842,0.118837595
Fakhriyeh (Persian: \u0641\u062e\u0631\u064a\u0647\u200e also Romanized as Fakhr\u012byeh; also known as Fakhr\u012byeh Va Kal\u0101teh-ye \u1e28abash\u012b) is a village in Fazl Rural District in the Central District of Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 299 in 83 families.,1,8,0.9995765321346536,0.0004488862630578,2,-0.048054274,0.04470239,0.07931011
Amelanchier laevis (commonly known as the smooth shadbush or Allegheny serviceberry) is a small tree growing up to 9 metres (30 ft). The fruit which are pomes are edible and can be eaten raw or cooked. The fruit has a sweet flavor. The bark can be made into a herbal medicine for expectant mothers. It is a deciduous tree. It is cultivated as an ornamental shrub.,0,10,0.9691331740199026,0.050342802489619004,13,0.024366507,-0.16308871,0.07613997
Raymond Bunt Jr. is a former Republican member of the Pennsylvania House of Representatives.He is a 1962 graduate of Schwenksville High School. He attended Ursinus College and Pennsylvania State University.He was first elected to represent the 147th legislative district in the Pennsylvania House of Representatives in 1982. He retired prior to the 2006 elections.,1,4,0.9978355036503672,0.0033022748089473,0,0.023610296,0.13940218,0.06774885
Fentons Creamery is a historic ice cream parlor and restaurant located on Piedmont Avenue in Oakland California USA.It opened in 1894 on the corner of 41st and Howe streets before moving to its present location in 1961 a few blocks away. Fentons was then destroyed by an arson fire in 2001. The arsonists claimed the owner of Fentons encouraged them to start the fire[1].,0,6,0.9995669088679878,0.0004646579285563,11,0.1001926,-0.36862907,0.36463785
Caged Fury is a 1989 women in prison film about a group of prisoners who decide to escape from an all-female prison. The film was directed by Bill Milling and stars Erik Estrada and James Hong.,2,12,0.9575744441408022,0.069286517506191,13,-0.19889362,-0.029850565,0.002842949
Ibrahim M. Ida (born 15 January 1949) was elected Senator for Katsina Central constituency of Katsina State Nigeria taking office on 29 May 2007.,2,4,0.9742032875124688,0.042033344088094005,0,-0.05272568,0.085330114,0.094692744
Yahya Ould Ahmed El Waghef (Arabic: \u064a\u062d\u064a\u0649 \u0648\u0644\u062f \u0623\u062d\u0645\u062f \u0627\u0644\u0648\u0627\u0642\u0641\u200e) (born 1960) is a Mauritanian politician. He was appointed as Prime Minister of Mauritania on 6 May 2008 serving until the August 2008 coup d'\u00e9tat. Waghef is also President of the National Pact for Democracy and Development (ADIL) and he was Secretary-General of the Presidency from 2007 to 2008.,2,4,0.9979957785647118,0.0030395986902555,0,0.06841718,0.11097884,0.029848443
Cree Lake is a lake in Saskatchewan Canada. The lake is the fourth largest in the province and is located west of Reindeer Lake and south of Lake Athabasca. There is no highway access but the lake is reachable by float plane.Cree Lake (Crystal Lodge) Airport (bush strip) and Cree Lake (Crystal Lodge) Water Aerodrome serve Crystal Lodge a fly-in fishing lodge.,0,7,0.9559465903731869,0.0719544229062571,13,-0.04440744,-0.42928475,0.11790901
Excoecaria dallachyana the Scrub Poison Tree or Brush Poison Tree is a species of plant in the Spurge family. It is found from the Clarence River New South Wales to Townsville Queensland. The habitat is rainforest by streams or in the drier form of rainforest. The leaves are toxic to stock and the sap is irritating to human skin. A slender tree which may reach 15 metres tall.,0,10,0.9243897977043308,0.1236731578718311,13,-0.35956502,0.06884472,0.15336454
Antonio To\u00f1ito Silva Delgado is a Puerto Rican politician. He has been a member of the Puerto Rico House of Representatives since 1993.Silva was first elected to the House of Representatives at the 1992 general election. He represents the District 8. Silva has been reelected five times (1996 2000 2004 2008 2012).Silva is married to Yvonne Santiago. He also has three children from a previous marriage to Jenny Rivera: Antonio Jenning and Anthony.,2,4,0.9993832241880268,0.0007657005402006,0,0.3095741,0.1485198,-0.0939135
Alpargatas Argentina is the leading textile manufacturer in Argentina as well as a major local distributor and exporter.,0,0,0.9997352111517479,0.0001888256759183,4,0.4416658,-0.43264952,0.10987473
Roger Laka is a Papua New Guinean rugby league player who currently plays for the Enga Mioks in PNG. His position is at halfback.,3,3,0.9996733150007406,0.0002902678808639,3,0.32430273,-0.36770982,-0.2557806
Manuel Rodr\u00edguez Barrientos (born 17 August 1991) is a Spanish professional basketball player. He currently plays for Amics Castell\u00f3 in the LEB Plata.,3,3,0.9996968421796,0.0002517089582039,3,0.32484815,-0.38894305,-0.27135324
Carex pendula (pendulous sedge also known as hanging drooping or weeping sedge) is a large sedge of the genus Carex. It occurs in woodland scrubland hedges and beside streams preferring damp heavy clay soils. It is sometimes grown as a garden plant because of its distinctive appearance.It is native to western central and southern parts of Europe occurring north to Sweden Denmark and parts of Scotland where it reaches 58\u00b0N.,0,10,0.9836725895470652,0.0265140127233576,13,-0.34868595,0.08720874,-0.1170597
'Kitteliana' is a hybrid cultivar of the genus Vriesea in the Bromeliad family.,0,10,0.9874378303861892,0.020343122827047,10,-0.5385,-0.12899785,0.113211684
The four Brandenburg-class pre-dreadnought battleships were Germany's first ocean-going battleships. They were also the first German warship of any type to be fitted with wireless communications. The class comprised Brandenburg Kurf\u00fcrst Friedrich Wilhelm Weissenburg and W\u00f6rth. All were laid down in 1890 and completed by 1893 except for Weissenburg which was completed in 1894.,0,5,0.9985209056407204,0.0021789628090261,0,1.1217077,-0.07663567,0.12379754
W\u0105groda [v\u0254\u014b\u02c8\u0261r\u0254da] is a village in the administrative district of Gmina Niechl\u00f3w within G\u00f3ra County Lower Silesian Voivodeship in south-western Poland. Prior to 1945 it was in Germany. It lies approximately 4 kilometres (2 mi) south-west of Niechl\u00f3w 16 km (10 mi) west of G\u00f3ra and 78 km (48 mi) north-west of the regional capital Wroc\u0142aw.,1,8,0.9996170136753288,0.00038254067163,2,0.0017563419,0.110271096,0.015926436
Synedrella is a genus of flowering plants in the daisy family and it has three species:Synedrella nodiflora Gaertn.Synedrella peduncularis Benth.Synedrella vialis A. Gray,0,10,0.9872221174030644,0.0206966569368006,13,-0.11400086,-0.22728367,0.18798962
The Colonial Germantown Historic District is a designated National Historic Landmark District in the Germantown and Mount Airy neighborhoods of Philadelphia Pennsylvania along both sides of Germantown Avenue. This road followed an Indian path from the Delaware River just north of Old City Philadelphia through Germantown about 6 miles northwest of Center City Philadelphia and on to Pottstown.,1,6,0.992283242405359,0.0124019298595572,0,-0.40753764,0.18971305,0.15090469
Fir Mountain is a mountain located in Ulster County New York. The mountain is part of the Catskill Mountains.Fir Mountain is flanked to the northwest by Big Indian Mountain and to the southeast by Spruce Mountain.The east side of Fir Mountain drains into Esopus Creek thence into the Hudson River and into New York Bay. The northwest end of Fir Mtn. drains into Elk Bushkill thence into Esopus Creek.The west and south sides of Fir Mtn.,1,7,0.997151718978876,0.004422936169227999,0,-0.20430139,0.22992916,-0.11775813
Alternative Distribution Alliance (ADA) the independent music and film distribution arm of Warner Music Group was created in 1993 to focus on the independent music business. In 2007 ADA was named Medium Distributor of the Year by the National Association of Recording Merchandisers and has been ranked the industry's No.,0,0,0.999609286573104,0.0003952046947521,11,0.04169864,-0.34708357,0.11731946
Hovhannes Katchaznouni (Armenian: \u0545\u0578\u057e\u0570\u0561\u0576\u0576\u0567\u057d \u0554\u0561\u057b\u0561\u0566\u0576\u0578\u0582\u0576\u056b) (1 February 1868 \u2013 1938) was the first Prime Minister of the First Republic of Armenia from May 30 1918 to May 28 1919. He was a member of the Armenian Revolutionary Federation.,2,4,0.972056454750928,0.0455518092177622,2,0.19933651,-0.07294037,0.076531015
HSwMS Gotland was a seaplane cruiser of the Swedish Navy built by G\u00f6taverken.The design of the ship started out in December 1926 as a seaplane carrier with room for twelve aircraft. When presented with the design Sweden's Naval Construction Board decided that it wanted the ship to have cruiser and minelaying functions as well as operating as a seaplane carrier. The resulting 5000-ton design presented in January 1927 proved impossible to build within the available budget of Sk16.5 million.,0,5,0.9995619863174434,0.0004727255446048,4,-1.4018602,-0.2917553,0.26156697
Bharat Pumps & Compressors Limited (BPC) is a Mini Navratna Company Public Sector Undertaking (PSU) of the Government of India. The company manufactures Reciprocating pumps Centrifugal pumps Reciprocating compressors and high pressure seamless Gas cylinders. Headquarters in Allahabad.,0,0,0.9996678624669466,0.0002992040916234,11,0.14808008,-0.37762555,0.20093213
Le Donk & Scor-zay-zee is a 2009 British mock musical documentary film written and directed by Shane Meadows. It follows the fictional character of Le Donk played by Paddy Considine a roadie working for the Arctic Monkeys and Scorzayzee a young rapper playing himself.Similar in format to This Is Spinal Tap the film blends fiction and reality. In addition to Scorzayzee director Meadows editor Richard Graham and the Arctic Monkeys all appear as themselves.,2,12,0.9992898781520708,0.0009186862680075,13,-0.44481605,0.08015331,-0.09893393
Mona Amarcha (Arabic: \u0645\u0646\u0649 \u0623\u0645\u0631\u0634\u0627 ) (born on January 1 1988 in Casablanca Morocco) also spelled Mona Amarsha is a Moroccan singer who sings mainly Khaleeji music. She is very popular among the Gulf countries.,2,2,0.9997316595733989,0.0001946463922777,13,0.4264128,0.23287985,-0.10521055
The River Clywedog is a river in the county borough of Wrexham Wales. Its uses have been watering crops powering industrial machinery but is now used as walking trails or geography trips. The river originates to the west of Wrexham and joins the River Dee some four miles south east of the Town.,0,7,0.8849262556751422,0.1883503414002036,7,-0.09932303,-0.07003074,0.10839479
The Dwayne O. Andreas School of Law (also known as Barry Law) is located in Orlando Florida. The school is an academic college of Barry University in Miami Shores Florida. Barry Law offers various programs for full-time and part-time students including a three-year daytime program and a four-year extended studies program in the evening for working students.,1,1,0.9999032452209128,-8.65669972064e-05,13,0.006546386,0.102980845,-0.03064484
Never Mind the Sex Pistols Here's the Tribute is a tribute album to the punk rock band the Sex Pistols.,2,11,0.9991308039457985,0.0011793945345412,1,-0.056779232,-0.09675676,0.009444012
Bedkihal is a village in the southern state of Karnataka India. It is located in the Chikodi taluk of Belgaum district in Karnataka.,1,8,0.9993753708737294,0.0007785714135182,2,0.1148303,0.5561469,-0.09955201
The Brave was a 74-gun Argonaute class ship of the line of the French Navy.Commissioned in 1781 she was put in the reserve in 1788 but reactivated in March 1791. Two years later she was decommissioned again and razeed to a 52-gun frigate. She took part in the Biscay campaign of June 1795 under Captain Antoine Ren\u00e9 Th\u00e9venard.She later served under Captain Rolland and was used as a hulk in Toulon from 1798.,0,5,0.9990376437340566,0.001332075713233,0,0.09549314,0.42091227,0.07868491
Transistor is the fourth studio album by 311. It was released on August 5 1997. The album was certified Platinum. The album saw a change in musical style as less songs feature rapping in comparison to the band's previous albums. Upon its release Transistor received negative reviews from critics who felt that the record was overly long and self-indulgent. Retrospectively however the album has been more positively received.,2,11,0.9985041583255948,0.0022064101469559,1,-0.07927172,0.010435694,-0.08090622
The US Post Office is an historic building in downtown Iowa Falls Iowa United States. It was built in 1914 and it was listed on the National Register of Historic Places in 1994. The structure was designed in the Classical Revival style with Oscar Wendroth as the supervising architect.,1,6,0.9952795538663228,0.0074912458128595,13,-0.011395386,-0.09002626,0.6250278
The Life is a novel by the Australian author Malcolm Knox. The novel tells the story of the rise and fall of a fictional world surfing champion Dennis Keith. The character of Dennis Keith was inspired by the life of the Australian surfer Michael Peterson.The Life was published in 2011 and is the thirteenth book by Knox and his fourth novel. The book is to published in France under the title Shangrila by the Editions Asphalte in May 2012.,2,13,0.9996743889470644,0.0002885077797703,1,-0.9911999,0.6057588,-0.47399423
Donato Antonio Sabino (Turi 13 February 1591 - Naples 1650) was an Italian composer and priest. He was brother of Giovan Maria Sabino another composer-priest and uncle of Francesco Sabino.,2,2,0.99976191797812,0.0001450555979703,8,0.35585168,0.2867554,-0.34381357
The red climbing mouse (Vernaya fulva) also known as Vernay's climbing mouse is a species of rodent in the family Muridae. It is named after explorer and antiques dealer Arthur Vernay who sponsored the expedition during which the animal was first discovered. It s the only living species in the genus Vernaya and has no subspecies.,0,9,0.9782208409333404,0.0354489366432538,13,-0.14246108,0.26868472,-0.14003585
Hill School of Fort Worth (often locally referred to simply as Hill School) is a small non-profit private school located in Fort Worth Texas USA. With little more than a few hundred students at any given time it is one of the smallest schools in the area. However it has attained national recognition through the School Attuned program which teaches children essential life skills and character traits.,1,1,0.9999028867549014,-8.59795037677e-05,2,0.002541571,0.08362167,-0.086346194
John Roger Boas is a San Francisco businessman and politician long prominent in the Democratic Party in northern California.,2,4,0.9985999889536142,0.0020493523970087,0,0.41963935,0.25786597,-0.07385248
Eesti Gaas AS is the Estonian natural gas company which imports and sells natural gas and owns and operates Estonian natural gas transmission system. Eesti Gaas is owned by Gazprom (37.02%) E.ON Ruhrgas (33.66%) Fortum Oyj (17.72%) and Itera Latvija (9.85%).,0,0,0.9997632341000259,0.0001428985929555,4,0.32312477,-0.6775449,0.36664528
The Flatrock River also known as Flatrock Creek and other variants of the two names is a 98-mile-long (158 km) tributary of the East Fork of the White River in east-central Indiana in the United States.,1,7,0.9958987356674212,0.0064764627262971,6,-0.09680769,0.4404282,-0.7826422
The Ro\u0219eni River is a tributary of the Bistri\u0163a River in Romania. It flows into Lake Izvorul Muntelui.,1,7,0.997184467794268,0.0043692638166076,6,-0.058265086,0.30012062,-0.12510535
Schlegeliaceae is a family of plants native to tropical America. This family is sometimes included in Scrophulariaceae.,0,10,0.9793415444394395,0.0336122047479957,13,-0.15094565,-0.072972514,1.4617949
Avella Specialty Pharmacy formerly known as The Apothecary Shops is an American specialty pharmacy company. The company creates clinical patient support programs designed to assist in the treatment of complex conditions.Avella is headquartered in Phoenix Arizona and has facilities in eight states. Dr. John D. Musil is the company\u2019s founder. Rebecca Shanahan is the CEO.,0,0,0.9997158307048932,0.00022058847909399998,11,0.12133577,-0.4427053,0.30420467
Lancaster County Courthouse is a historic courthouse building located at Lancaster Lancaster County Pennsylvania. The original building was built between 1852 and 1855. The original building was designed by Philadelphia architect Samuel Sloan (1815\u20131884). The north wing was added between 1896 and 1898 and low flanking wings on either side of the exterior staircase were added in 1926-1927. These later additions were designed by Lancaster architects James H. Warner and C.,0,6,0.7596325086551308,0.3936954841392155,10,-0.27964783,-0.29755706,0.40099838
Georgi Andonov (Bulgarian: \u0413\u0435\u043e\u0440\u0433\u0438 \u0410\u043d\u0434\u043e\u043d\u043e\u0432; born 28 June 1983 in Plovdiv) is a Bulgarian football forward currently playing for Beroe Stara Zagora.,3,3,0.9996968401157809,0.000251712340617,13,0.1378493,-0.01554902,0.20395513
Egletes is a genus of flowering plant in the Asteraceae family. It contains eight species including Egletes humifusa.,0,10,0.9897736018301929,0.016515004249844,13,-0.20974344,-0.20054908,0.16846803
Jean Stafford (July 1 1915 \u2013 March 26 1979) was an American short story writer and novelist who won the Pulitzer Prize for Fiction for The Collected Stories of Jean Stafford in 1970.,2,2,0.9997583274507432,0.0001509401482709,8,1.0636016,0.072401196,-0.801925
De 4 \u00c5rstider I Nordvest (Danish for The 4 Seasons In Northwest) is the Danish Heavy metal band Red Warszawa's sixth studio album. The album is under titled Gretes Tits 1986-2010.,2,11,0.9994101450552694,0.0007215796685845,1,-0.04189264,0.33810765,-0.16883965
Balantrapu Rajanikanta Rao B.A. (Telugu: \u0c2c\u0c3e\u0c32\u0c3e\u0c02\u0c24\u0c4d\u0c30\u0c2a\u0c41 \u0c30\u0c1c\u0c28\u0c40\u0c15\u0c3e\u0c02\u0c24 \u0c30\u0c3e\u0c35\u0c41) (born January 29 1920) is the son of Kavi Rajahamsa Balantrapu Venkata Rao who was one of the modern Telugu poet-duo Venkata Parvateswara Kavulu. He is a well-known writer composer and poet in the Telugu language. He has won several national and state level awards for his work.,2,2,0.9997381102570676,0.0001840743039638,6,0.101414345,0.07144724,-0.04582316
Nikolai Alexeyevich Kuznetsov was a Soviet aviator.,2,4,0.9959886232593268,0.0063291450761403,7,0.18435827,-0.12209263,-0.29831916
The SS Gothenburg was a steamship that operated along the British and then later the Australian and New Zealand coastlines. In February 1875 she left Darwin Australia en route to Adelaide when she encountered a cyclone-strength storm off the north Queensland coast. The ship was wrecked on the Great Barrier Reef north-west of Holbourne Island on 24 February 1875.,0,5,0.9991914030064362,0.0010800781436401,13,0.072911784,-0.18622921,0.21099728
The Type J1 submarines were large cruiser submarines of the Imperial Japanese Navy.Four boats were built between 1926 and 1929. These boats based on the KD2 and U-139 designs were of a junsen or cruiser type with an impressive range of 24000 nm. Elderly by 1941 they were among the first Japanese submarines converted to supply duty. I-1 was present during the attack on Pearl Harbor and witnessed the Doolittle raid on Tokyo before patrolling the Aleutians.,0,5,0.9989440899238547,0.0014854019642757,0,0.32196286,-0.054768447,0.089671694
Shamsabad (Persian: \u0634\u0645\u0633 \u0627\u0628\u0627\u062f\u200e also Romanized as Shams\u0101b\u0101d) is a village in Mazul Rural District in the Central District of Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 20 in 7 families.,1,8,0.9996285045433724,0.0003637081760369,0,-0.05100241,0.1351407,-0.14034016
The Betrothed (Italian: I Promessi sposi) (1989) is an Italian television mini-series starring Burt Lancaster and Franco Nero. It was directed by Salvatore Nocita based on the 19th-century historical novel of the same name by Alessandro Manzoni.,0,12,0.8896532066894179,0.1806032953278106,10,-0.7755072,-0.20677552,0.21853888
Jankowice [jank\u0254\u02c8vit\u0361s\u025b] is a village in the administrative district of Gmina \u0141asin within Grudzi\u0105dz County Kuyavian-Pomeranian Voivodeship in north-central Poland. It lies approximately 5 kilometres (3 mi) north-east of \u0141asin 25 km (16 mi) east of Grudzi\u0105dz and 67 km (42 mi) north-east of Toru\u0144.,1,8,0.9996207535532678,0.0003764113492378,2,0.031578418,0.14078826,-0.15722947
Bellota is also a synonym of the plant genus Ocotea (sweetwoods).Bellota is a spider genus of the Salticidae family (jumping spiders).,0,9,0.9061269407706088,0.1536043320371175,13,-0.16255707,0.08933615,-0.042123105
The RagWing RW22 Tiger Moth is a two-seats-in-tandem biplane conventional landing gear single engine homebuilt aircraft designed by Roger Mann and sold as plans by RagWing Aircraft Designs for amateur construction.The RW22 is an 80% scale replica of the de Havilland Tiger Moth and was developed using the original Tiger Moth design as a guide.,0,5,0.9995753089632294,0.0004508909306223,4,-0.017425194,-0.26675865,0.23914799
Chris Masten (born 2 May 1989) is an Australian rules footballer in the AFL currently playing for the West Coast Eagles. He was chosen as the first round pick (number 3 overall) in the 2007 AFL Draft by the Eagles the team he had supported as a child.,3,3,0.999689304455652,0.000264062607423,3,0.39931378,-0.4855558,-0.3068153
Naadan Premam is a Malayalam language film. It was released in 1972.,2,12,0.9628984524769136,0.0605609483718599,10,-1.131392,-0.02295068,0.08247921
The Martian Way is a science fiction novella by Isaac Asimov. It was first published in the November 1952 issue of Galaxy Science Fiction and reprinted in the collections The Martian Way and Other Stories (1955) The Best of Isaac Asimov (1973) and Robot Dreams (1986). It was also included in The Science Fiction Hall of Fame Volume Two (1973) after being voted one of the best novellas up to 1965.,2,13,0.9990188412885947,0.0013628912242943,1,-0.1515102,0.30079228,-0.6089807
The Fringe-lipped worm-eel (Schultzidia retropinnis) is an eel in the family Ophichthidae (worm/snake eels). It was described by Henry Weed Fowler in 1934. It is a marine tropical eel which is known from the western central Pacific Ocean including Taratara Island Samar Island the Philippines the Marshall Islands Micronesia and Solomon Island. It dwells at a maximum depth of 48 metres (157 ft) and inhabits benthic sand sediments in coral reefs.,0,9,0.97484595146964,0.0409800758671549,6,0.22280641,0.16938971,-0.4697246
John D Morton (born March 27 1953) is an American musician songwriter multi-instrumentalist poet writer and visual artist born in the Cleveland suburb of Lakewood Ohio best known as the leader and founder of protopunk band electric eels in 1972.,2,2,0.9997597897269316,0.0001485436095787,8,0.5721576,0.022614485,-0.14450036
